,Status,City
4744,city not found,Krajan Pucanganak
4745,city not found,Banarankrajan
4746,current,Watulimo
4747,city not found,Krajan Winong
4748,current,Tumpang
4749,city not found,Krajan Sawahan
4750,city not found,Sukorejokrajan
4751,city not found,Sumberkrajan
4752,city not found,Krajan Pringapus
4753,current,Salamwates
4754,city not found,Ngulankulonkrajan
4755,current,Ngangkruk
4756,current,Ngentrong
4757,current,Suwaru
4758,current,Wonokerto
4759,current,Dongko
4760,current,Manggis
4761,city not found,Ngulan Wetan
4762,current,Sumberdadi
4763,city not found,Jujur
4764,city not found,Timahankrajan
4765,current,Pakis
4766,current,Tawing
4767,current,Plalar
4768,city not found,Ngulung Kulon
4769,current,Panggul
4770,city not found,Wadi Kidul
4771,current,Sidem
4772,current,Wonorejo
4773,city not found,Sebo
4774,current,Jati
4775,current,Kebonagung
4776,city not found,Ngares
4777,current,Ngrencak
4778,city not found,Gelatik
4779,current,Gandusari
4780,city not found,Randu
4781,current,Widoro
4782,city not found,Krayen
4783,current,Kebon
4784,current,Nglebeng
4785,current,Watuagung
4786,city not found,Mloko
4787,current,Sukorejo
4788,current,Cangkringan
4789,current,Bendo
4790,current,Wonocoyo
4791,current,Karangtengah
4792,current,Ngromo
4793,current,Jajar
4794,current,Jajar
4795,current,Wates
4796,current,Ngulung Wetan
4797,current,Karangan
4798,current,Kademangan
4799,city not found,Krajan Ngerdani
4800,city not found,Karangsudo
4801,city not found,Karangrejokrajan
4802,current,Rejosari
4803,current,Tertek
4804,current,Jatiprahu
4805,city not found,Kampak
4806,city not found,Brongkah
4807,current,Sawahan
4808,current,Rejowinangun
4809,city not found,Suko Wetan
4810,current,Tamanan
4811,current,Tugu
4812,current,Gajah
4813,current,Sobo
4814,city not found,Krajan Puru
4815,city not found,Sokobanteng
4816,city not found,Ngantrukrajan
4817,city not found,Bendoroto
4818,current,Tawang
4819,current,Gayam
4820,current,Surodakan
4821,current,Payaman
4822,success,Banjar
4823,success,Banjar
4824,current,Turi
4825,city not found,Banjar Tangkup Anyar
4826,city not found,Tualeu
4827,city not found,Ba’rigi
4828,current,Guradog
4829,current,Hamberang Sabrang
4830,current,Bulu
4831,current,Katur
4832,current,Ngeper
4833,current,Kawengan
4834,current,Sonorejo
4835,current,Ketawang
4836,current,Ketawang
4837,current,Kedewan
4838,current,Kliteh
4839,current,Kembangan
4840,current,Ngujung
4841,current,Ngori
4842,current,Besah
4843,success,Bojonegoro
4844,current,Bonorejo
4845,current,Semanding
4846,current,Gempol
4847,current,Tambakmerak
4848,current,Tlatah
4849,current,Kuncen
4850,current,Gotak
4851,current,Beged
4852,current,Telumbung
4853,current,Celangap
4854,current,Pengkol
4855,current,Gapluk
4856,current,Batokan
4857,current,Tinumpuk
4858,current,Ngrejeng
4859,current,Dawung
4860,current,Mojosawit
4861,current,Karuk
4862,current,Demakan
4863,current,Pandan
4864,current,Suroh
4865,current,Sekaran
4866,current,Ledok
4867,current,Pengkok
4868,current,Padangan
4869,current,Blimbing
4870,current,Wonocolo
4871,current,Banjarjo
4872,current,Talok
4873,current,Kacangan Lor
4874,current,Mersodo
4875,current,Ringintunggal
4876,current,Tembeling
4877,current,Donan
4878,current,Pelem
4879,current,Caper
4880,current,Klempun
4881,current,Sudah
4882,current,Dukuh Lor
4883,current,Nguken
4884,current,Cengungklung
4885,current,Ngrowo
4886,current,Prangi
4887,current,Gayam
4888,current,Purwa
4889,city not found,Jeneponto
4890,current,Tebon
4891,current,Banjar Batanyuh Kaja
4892,current,Sumberpitu
4893,current,Tunjuk Selatan
4894,current,Banjar Dauh Peken
4895,current,Tua
4896,current,Banjar Bengkelgede
4897,current,Banjar Subamiabaleagung
4898,current,Denuma
4899,current,Banjar Pangkungtibah Selatan
4900,current,Riang Tengah
4901,current,Banjar Delodrurung
4902,current,Kesiutkawan Kaja
4903,current,Basa
4904,current,Penebel
4905,current,Apityeh
4906,current,Banjar Baturiti Kaja
4907,current,Wanasari Baleran
4908,success,Tabanan
4909,current,Carik
4910,city not found,Banjar Banjaranyar
4911,city not found,Banjar Puseh
4912,current,Angkahgede
4913,current,Pergan
4914,current,Banjar Bongangede
4915,current,Banjar Gablogan
4916,current,Penatahan Kaja
4917,current,Banjar Tegalmengkeb Kaja
4918,current,Banjar Jambe Baleran
4919,current,Banjar Bantasbaleagung
4920,current,Banjar Meliling Kawan
4921,current,Rejasa Kaja
4922,current,Luwus
4923,current,Banjar Belumbang Tengah
4924,current,Kuwumkumambal
4925,city not found,Belimbingdesa
4926,current,Baturiti
4927,current,Banjar Penyalin
4928,current,Beaung Tengah
4929,current,Banjar Laing
4930,city not found,Banjar Tohjiwo
4931,current,Banjar Mundeh
4932,current,Bantiran
4933,current,Buahan Tengah
4934,current,Wanagiri
4935,current,Pohgending Kangin
4936,current,Banjar Tibubiyu Kaja
4937,city not found,Banjar Angseri
4938,current,Klau
4939,current,Banjar Tegal Belodan
4940,city not found,Banjar Batunya
4941,current,Banjar Jagasatru
4942,current,Banjar Dukuh
4943,current,Peneng
4944,current,Banjar Pejaten
4945,current,Petiga
4946,city not found,Banjar Bangli
4947,current,Baleagung
4948,current,Banjar Sembunggede
4949,current,Megati Kelod
4950,current,Delodpeken
4951,current,Banjar Beraban Kangin
4952,current,Banjar Batanbuah
4953,current,Pengembunan
4954,current,Banjar Baleagung
4955,current,Banjar Pangkungkarung Kangin
4956,current,Banjar Kebon
4957,current,Banjar Sengguan
4958,current,Selemadeg Kelod
4959,current,Pohgending Kawan
4960,current,Banjar Dauhpangkung
4961,current,Empalan
4962,current,Bajera
4963,current,Banjar Tonja
4964,current,Banjar Dauhrurung
4965,current,Banjar Abiantuwung
4966,current,Banjar Mandung
4967,city not found,Banjar Apuan
4968,current,Wongaya Kaja
4969,city not found,Tuka
4970,current,Dalangdesa
4971,city not found,Banjar Belatung
4972,current,Banjar Pekandelan
4973,city not found,Buruan Tengah
4974,city not found,Banjar Tuakilangbaleran
4975,city not found,Banjar Soka Kaja
4976,current,Tembau
4977,current,Banjar Delodsema
4978,current,Banjar Batuaji Kaja
4979,city not found,Banjar Senganan Kangin
4980,current,Payangan Tengah
4981,current,Banjar Mambanggede
4982,current,Munduktemu Kelod
4983,current,Laleng
4984,city not found,Banjar Banua
4985,city not found,Wakaf
4986,city not found,Durbugan
4987,city not found,Bungin-Bungin
4988,current,Talaga
4989,current,Talaga
4990,city not found,Kokembang
4991,city not found,Kolla
4992,city not found,Mandar
4993,city not found,Rosong Timur
4994,city not found,Jerukporot
4995,city not found,Korbak
4996,city not found,Canggetelo
4997,city not found,Rokoro
4998,city not found,Toroh
4999,city not found,Galtek
5000,city not found,Talango
5001,city not found,Ketupat
5002,city not found,Pabungkon Daja
5003,city not found,Mecadan
5004,city not found,Biyan
5005,city not found,Jurgang Timur
5006,city not found,Dikkodik
5007,current,Pesisir
5008,current,Pesisir
5009,city not found,Somorpenang
5010,city not found,Palampal
5011,current,Mesjid
5012,city not found,Nyapar
5013,current,Sepanjang
5014,current,Batuputih
5015,city not found,Jungkat Selatan
5016,city not found,Cangkreng
5017,city not found,Perreng
5018,city not found,Betangan
5019,city not found,Partikan
5020,current,Taman
5021,current,Taman
5022,current,Taman
5023,city not found,Ketapang Daja
5024,city not found,Sendang Timur
5025,city not found,Bungereng
5026,city not found,Jurangara
5027,city not found,Batojaran
5028,city not found,Jungjungan
5029,city not found,Kettep
5030,city not found,Nonggunong
5031,city not found,Senmasen
5032,city not found,Timurembung
5033,city not found,Patandun
5034,city not found,Karangkeng
5035,city not found,Dasuk
5036,city not found,Parse
5037,city not found,Klebu
5038,city not found,Barru
5039,city not found,Timursabah
5040,current,Alasmalang
5041,city not found,Kropoh
5042,city not found,Banasare Barat
5043,city not found,Den Timur
5044,city not found,Timurleke
5045,current,Masaran
5046,current,Dadap
5047,city not found,Prengtale
5048,city not found,Bilamabuk
5049,city not found,Jandir
5050,city not found,Beting
5051,current,Padusan
5052,city not found,Sapeken
5053,city not found,Patenongan
5054,city not found,Nangger
5055,city not found,Pordapor Barat
5056,city not found,Bantilan
5057,city not found,Mangar
5058,city not found,Palebunan
5059,city not found,Naekan
5060,city not found,Tembayangan Barat
5061,city not found,Daja Lorong
5062,city not found,Saronggi
5063,city not found,Gunungpapan
5064,city not found,Daja
5065,city not found,Pragaan
5066,city not found,Baratsungai
5067,city not found,Sumurasin
5068,city not found,Pocok
5069,city not found,Ngabungan
5070,city not found,Sumberkindagan
5071,city not found,Ares Tengah
5072,city not found,Ares Tengah
5073,city not found,Ares Tengah
5074,city not found,Ares Tengah
5075,city not found,Ares Tengah
5076,current,Kramat
5077,city not found,Karengan
5078,city not found,Gunung Timur
5079,city not found,Talambung Laok
5080,city not found,Ambuten
5081,city not found,Kebunan
5082,city not found,Dungkek Laok
5083,city not found,Pagarbatu
5084,city not found,Duko
5085,city not found,Dungkek
5086,city not found,Talondang
5087,city not found,Pangtinggi
5088,city not found,Budagan
5089,city not found,Bata Tengah
5090,current,Lebak
5091,current,Lebak
5092,success,Kalianget
5093,city not found,Dajalorong
5094,city not found,Dajalorong
5095,city not found,Dajalorong
5096,city not found,Kebunkelapa
5097,city not found,Kombang
5098,city not found,Ahadan
5099,city not found,Sabitak
5100,city not found,Ginyang
5101,city not found,Tampakdandang
5102,current,Daleman
5103,current,Grujugan
5104,city not found,Jurak Lao’
5105,city not found,Poteran
5106,city not found,Pajannangger
5107,city not found,Gerelayang
5108,city not found,Utarapasar
5109,city not found,Jambuir Timur
5110,city not found,Tembang
5111,city not found,Tajan
5112,city not found,Kayukembang
5113,city not found,Gunong
5114,city not found,Pedatar Timur
5115,current,Pandan
5116,city not found,Penatu
5117,city not found,Oro
5118,city not found,Salegading
5119,city not found,Prengbatu
5120,city not found,Guder Lao
5121,city not found,Togu
5122,city not found,Pasongsongan
5123,city not found,Bulubarat
5124,current,Sumberpandan
5125,city not found,Tekay
5126,city not found,Galis Dua
5127,city not found,Poja
5128,current,Mandala
5129,current,Mandala
5130,current,Mandala
5131,current,Manding
5132,city not found,Komes
5133,city not found,Samparna
5134,city not found,Batujaran
5135,city not found,Sumbernangka Tengah
5136,current,Sumuragung
5137,city not found,Bun Barat
5138,current,Panggung
5139,city not found,Masjid
5140,city not found,Masjid
5141,city not found,Banlapa
5142,city not found,Loaksongai
5143,city not found,Bukabu
5144,city not found,Sokarame
5145,city not found,Banjeru
5146,city not found,Rubaru
5147,current,Kebon
5148,city not found,Parengan Laok
5149,city not found,Timurlorong
5150,city not found,Tanamera
5151,current,Arjasa
5152,city not found,Kayuaru
5153,city not found,Teramu
5154,city not found,Gapurana Daya
5155,city not found,Padurekso
5156,city not found,Pandaringan Barat
5157,city not found,Petong
5158,city not found,Konkokon
5159,current,Karangnangka
5160,city not found,Kalerker
5161,city not found,Saseel
5162,city not found,Koatas Lao
5163,city not found,Naga
5164,city not found,Gulukguluk
5165,city not found,Panggulan
5166,city not found,Aenganyar
5167,city not found,Kaceng
5168,city not found,Marang
5169,city not found,Raas
5170,city not found,Raas
5171,current,Candi
5172,city not found,Pandian
5173,city not found,Tengginan
5174,city not found,Lobuk
5175,current,Pasarbaru
5176,city not found,Lenteng
5177,city not found,Lenteng
5178,current,Brakas
5179,city not found,Kalang Mangga
5180,current,Pasar
5181,current,Sukarame
5182,city not found,Karangpocok
5183,city not found,Polay
5184,current,Karanganyar
5185,city not found,Kleker
5186,city not found,Keleleng
5187,city not found,Banakaja
5188,city not found,Bereklorong
5189,city not found,Talbantal
5190,current,Cemara
5191,city not found,Duwakbuter
5192,city not found,Darmaayu
5193,city not found,Jambumonyet
5194,city not found,Mrongi Daja
5195,city not found,Susunan
5196,city not found,Sekolan
5197,city not found,Keles Timur
5198,city not found,Pasarkayu
5199,city not found,Burneh
5200,city not found,Bluto
5201,city not found,Duko Tengah
5202,city not found,Gersikputih Tengah
5203,current,Larangan
5204,current,Tengah
5205,city not found,Campor
5206,city not found,Girsereng
5207,city not found,Panjeran
5208,city not found,Noom Timur
5209,city not found,Budan Daja
5210,city not found,Langgulang
5211,city not found,Bangrat
5212,city not found,Kengkang
5213,city not found,Gunungtunggal
5214,city not found,Nyangkleng
5215,current,Gapura
5216,current,Gapura
5217,city not found,Gununglajang
5218,city not found,Batuputih Atas
5219,city not found,Giring Barat
5220,city not found,Gedugan Barat
5221,city not found,Ganjur
5222,city not found,Panggungdaja
5223,city not found,Tarebung
5224,current,Gayam
5225,current,Kemuning
5226,city not found,Ganding
5227,city not found,Naikan
5228,city not found,Birsa
5229,current,Karangjati
5230,city not found,Samburat
5231,current,Banjar Pekandelan
5232,current,Taman
5233,current,Banjar Kampungkajanan
5234,current,Lebahseri
5235,current,Bongancina Kaja
5236,current,Telaga
5237,current,Asahbadung
5238,current,Yatnyaketi
5239,current,Banjar Delodpeken
5240,current,Banjar Dharmasemedi
5241,current,Penyabangan
5242,current,Banjar Bunutpanggang
5243,city not found,Yehpanas
5244,current,Banjar Dauhpura
5245,current,Banjar Dauhpura
5246,success,Seririt
5247,current,Subuk
5248,current,Banjar Galiran
5249,current,Banjar Banyualit
5250,current,Sepang
5251,current,Banjar Beratan
5252,current,Banjar Kampunganyar
5253,current,Dajanpura
5254,current,Madan
5255,current,Tampekan
5256,current,Banjar Kaliuntu Satu
5257,current,Banjar Pedawa
5258,current,Banjar Banyuning Barat
5259,current,Banjar Anyar
5260,current,Pangkungparuk
5261,current,Kertanadi
5262,current,Banjar Barunasari
5263,current,Tengah
5264,current,Kelodan
5265,current,Banjar Selat
5266,current,Purwa
5267,current,Tegalasih
5268,current,Pegayaman
5269,current,Banjar Tegallinggah
5270,current,Dajanrurung
5271,current,Banjar Peguyangan
5272,current,Tista
5273,current,Banjar Pondok
5274,current,Baleagung
5275,current,Banjar Tegal
5276,current,Banjar Tamansari
5277,current,Banjar Sidayu
5278,current,Banjar Bali
5279,current,Banjar Kampungbugis
5280,current,Pelapuan
5281,current,Banjar Kayuputih
5282,current,Puspajati
5283,current,Banjar Dauhmargi
5284,current,Banjar Dawan
5285,current,Tamansari
5286,current,Banjarsari
5287,current,Banjar Ambengan
5288,current,Banjar Padangbulia
5289,current,Umbanyar
5290,current,Banjar Cempaga
5291,current,Titab
5292,current,Mayong
5293,current,Banyupoh
5294,current,Banjar Tambaksari
5295,current,Banjar Sambangan
5296,current,Tangguwisia
5297,current,Bestala
5298,current,Banjar Liligundi
5299,current,Sukasada
5300,current,Banjar Tegalsari
5301,current,Ambian
5302,current,Busungbiu
5303,success,Munduk
5304,current,Nglanjuk
5305,current,Krajan Dua Sumbersari
5306,current,Krajan Atas Suger Lor
5307,city not found,Banjar Pempatan
5308,current,Penggakrajeng
5309,current,Tumbukebon
5310,current,Banjar Bugbug
5311,city not found,Tulamben
5312,current,Banjar Jungutan
5313,current,Kubu
5314,city not found,Umasari Kauh
5315,city not found,Banjar Genteng
5316,current,Abang
5317,city not found,Selat Kaja
5318,current,Banjar Beji
5319,current,Bungkulan
5320,current,Banjar Budakeling
5321,city not found,Banjar Dalam
5322,current,Tibulakasasak
5323,city not found,Padangbai
5324,city not found,Duda
5325,city not found,Banjar Desa Tengah
5326,city not found,Sangkangunung
5327,city not found,Ulakan
5328,current,Subagan
5329,current,Banjar Dukuh
5330,city not found,Banjar Kaler
5331,city not found,Banjar Gegelang
5332,city not found,Sidemen
5333,current,Banjar Kubu
5334,current,Banjar Buayang
5335,city not found,Banjar Besakih Kangin
5336,current,Tistagede
5337,current,Banjar Geriana Kangin
5338,city not found,Banjar Pesaban Kawan
5339,current,Banjar Ababi
5340,current,Bebandem
5341,current,Banjar Wates Tengah
5342,city not found,Banjar Gede
5343,city not found,Banjar Sidakaria
5344,current,Banjar Timbrah
5345,current,Amlapura
5346,current,Banjar Bau Kawan
5347,current,Biaslantang Kaler
5348,current,Banjar Kangkaang
5349,current,Tiyingtali Kelod
5350,current,Banjar Danginsema
5351,city not found,Seraya
5352,current,Banjar Pegeringsingan
5353,current,Banjar Tengah
5354,current,Banjar Kawan
5355,current,Baturinggit Kaja
5356,city not found,Banjar Sebudi
5357,current,Sukadana
5358,current,Banjar Kelodan
5359,current,Banjar Kelodan
5360,current,Wonogiri
5361,city not found,Pringalot
5362,current,Gambangan
5363,current,Jatian
5364,current,Kepeg Satu
5365,success,Banyumas
5366,current,Petaunan
5367,current,Tanahwulan
5368,current,Sukowono
5369,current,Plalangan
5370,current,Ramban Kulon
5371,current,Duwe
5372,current,Cermee
5373,current,Sumberjeruk
5374,current,Pujerbaru
5375,current,Sumberkemuning
5376,current,Bercak
5377,current,Sumberkenanga
5378,current,Kemirian
5379,current,Grujugan
5380,current,Sumberpandan
5381,current,Karangmelok
5382,success,Bondowoso
5383,current,Kembang
5384,current,Kembangpasar
5385,current,Krajan Satu Pekauman
5386,city not found,Ramban
5387,current,Sukorejo
5388,current,Maesan
5389,current,Tlogosari
5390,current,Kalianyar Selatan
5391,current,Kidulsawah
5392,current,Sumur
5393,current,Krajan Bandilan
5394,current,Sumberpakem
5395,current,Penanggungan
5396,current,Sempol
5397,current,Pengotaan
5398,current,Suling Kulon
5399,current,Tapelan
5400,current,Mojorejo
5401,current,Natar
5402,current,Penengahan
5403,current,Kalianda
5404,current,Sidorejo
5405,current,Palas
5406,success,Pasuruan
5407,current,Menanga
5408,current,Kalepasan
5409,current,Ngelo
5410,current,Karangboyo
5411,current,Ngroto
5412,city not found,Sibreh
5413,current,Kladi
5414,city not found,Bantaeng
5415,city not found,Kruenggeukueh
5416,city not found,Blangpulo
5417,city not found,Blang Ara
5418,current,Banjar Kawan
5419,success,Wonosari
5420,city not found,Takalar
5421,current,Kubang
5422,current,Panolan
5423,current,Nungga
5424,current,Penaraga
5425,current,Pisang
5426,current,Kendo Satu
5427,current,Kumbe
5428,current,Lela
5429,current,Maria
5430,current,Ntonggu
5431,city not found,Kolo
5432,current,Ta’a
5433,current,Rontu
5434,current,Dodu Dua
5435,current,Penanae
5436,current,Ntobo
5437,current,Lampe Satu
5438,current,Kumendung Satu
5439,current,Sumberkepoh
5440,current,Sumberluhur
5441,current,Detik Satu
5442,current,Sumberarumkrajan
5443,current,Wiyayu Barat
5444,current,Karangarjo
5445,current,Kebunjeruk
5446,current,Cungking
5447,current,Kalibaru
5448,current,Sumberasri
5449,current,Kalibaru Kulon
5450,current,Banyuanyar
5451,current,Sepanjang
5452,current,Pesanggaran
5453,current,Selorejo
5454,current,Krajanputuk
5455,current,Kandangan
5456,current,Rejoagung
5457,current,Kendalrejo
5458,current,Songgon Krajan
5459,current,Pasinan Barat
5460,current,Blokagung
5461,current,Sumberagung
5462,current,Kaliasin
5463,current,Krajan
5464,current,Krajan
5465,current,Krajan
5466,current,Krajan
5467,current,Tambakbayan
5468,current,Kedungrejo
5469,current,Kedungrejo
5470,current,Cantuk Kidul
5471,current,Sritanjung
5472,current,Semalang
5473,current,Plataran
5474,current,Ujung
5475,current,Kluncing
5476,current,Sumberberas
5477,current,Tegalsari
5478,current,Rumping
5479,city not found,Krajan Ketapang
5480,current,Sempu
5481,current,Balokan
5482,current,Alasbuluh
5483,success,Singojuruh
5484,current,Wringinputih
5485,current,Sragikrajan
5486,current,Kalipuro
5487,current,Sumberbening
5488,current,Olehsari
5489,current,Persen
5490,current,Barurejo
5491,current,Klatakan
5492,current,Siliragung
5493,current,Tangkup
5494,current,Siderejo
5495,current,Sidorukun
5496,current,Purwoharjo
5497,current,Sumbersewu
5498,current,Sarongan
5499,current,Mulyosari
5500,current,Kedungsumur
5501,current,Bagorejo
5502,current,Karanglo
5503,current,Curahjati
5504,current,Krajan Tengah
5505,current,Melikkrajan
5506,current,Kopen
5507,current,Kopen
5508,current,Songgon
5509,current,Possumur
5510,current,Tirtopuro
5511,current,Kedungwringin Satu
5512,current,Dadapan
5513,current,Sukorejo
5514,current,Rukem
5515,current,Wringinanom Satu
5516,current,Purwojoyo
5517,current,Grobokan
5518,current,Jatimulyo
5519,current,Kepuh Wetan
5520,current,Bangsring
5521,current,Curahpacul Satu
5522,current,Wirodayan
5523,current,Pasembon
5524,current,Kertosari
5525,current,Krajan Selatan
5526,current,Gaplak
5527,success,Wongsorejo
5528,current,Rejoagung Satu
5529,current,Payaman
5530,city not found,Tegalpakis
5531,city not found,Banjar Mangguh
5532,current,Sulahan
5533,city not found,Banjar Gunungbau
5534,current,Banjar Tiga
5535,city not found,Banjar Bayungcerik
5536,current,Bangli
5537,current,Banjar Kedisan
5538,city not found,Banjar Pengotan
5539,current,Banjar Abuan
5540,current,Banjar Abuan
5541,current,Banjar Suter
5542,city not found,Banjar Seribatu
5543,city not found,Banjar Karangsuung Kaja
5544,city not found,Banjar Belancan
5545,city not found,Banjar Lembean
5546,current,Banjar Trunyan
5547,city not found,Banjar Bangbang
5548,city not found,Banjar Manikliyu
5549,city not found,Banjar Kayubihi
5550,current,Banjar Bias
5551,current,Banjar Kubu
5552,city not found,Banjar Katung
5553,city not found,Banjar Belanga
5554,city not found,Banjar Jehem Kaja
5555,city not found,Banjar Ulian
5556,city not found,Banjar Mengani
5557,current,Batur
5558,city not found,Banjar Sekardadi
5559,city not found,Banjar Demulih
5560,current,Tembuku
5561,city not found,Banjar Bunutin
5562,current,Banjar Cempaga
5563,city not found,Banjar Metra Tengah
5564,city not found,Banjar Sekaan
5565,city not found,Banjar Langgahan Kangin
5566,city not found,Banjar Penida Kaja
5567,city not found,Banjar Tandangbuanasari
5568,city not found,Banjar Binyan
5569,city not found,Banjar Bonyoh
5570,current,Banjar Bebalang
5571,current,Banjar Susut Kaja
5572,current,Banjar Buahan
5573,current,Sunduk
5574,current,Ciherang
5575,current,Perintis
5576,current,Parakan
5577,current,Bojongpinang
5578,current,Kampungbaru
5579,current,Pasirnangka
5580,current,Kebon
5581,current,Lantera
5582,current,Legokkopra
5583,current,Kadubadak
5584,current,Kadubadak
5585,current,Sidamukti
5586,current,Tegalpapak
5587,current,Sumurlebu Barat
5588,current,Marapat
5589,current,Cigadung
5590,current,Makui
5591,current,Kupahandap
5592,current,Muruy
5593,current,Nagrog
5594,current,Karangbolong
5595,current,Cikaramat
5596,current,Jiput
5597,current,Cikadu
5598,current,Tembol
5599,current,Songgom
5600,success,Labuan
5601,current,Babakancibaliung
5602,current,Pangampoan
5603,current,Pasirwaringin
5604,current,Kadomas
5605,current,Tegalpanjang
5606,success,Bogor
5607,current,Kadumantung
5608,current,Gardutanjak
5609,current,Cimadang
5610,current,Sumurbatu
5611,current,Kadupayung
5612,current,Cibaliung
5613,current,Kadujangkung
5614,current,Babakantonggoh
5615,current,Kadungabaris
5616,current,Perdana
5617,current,Rancaseneng
5618,current,Manungtung
5619,current,Pasirgadung Satu
5620,current,Rancapiit
5621,current,Ciodeng
5622,current,Tanjungan
5623,current,Caringin Lor
5624,current,Cibulakan
5625,current,Panacaran
5626,current,Cimara
5627,current,Kalapadua
5628,current,Pematangluhur
5629,current,Lebak
5630,current,Cicadas
5631,current,Cicadas
5632,current,Pandat
5633,current,Kubangkondanglapangan
5634,current,Sumurwaru
5635,current,Curuggaru
5636,current,Pagelaran
5637,current,Cisaat
5638,current,Batubantar
5639,current,Sorongan
5640,current,Ciseureuheun
5641,current,Sindanglaya
5642,current,Kasepen
5643,current,Sukacai Tengah
5644,current,Peusar
5645,current,Sirnagalih
5646,current,Tanagara
5647,current,Kadukandel
5648,current,Panghadangan
5649,current,Parumasan Timur
5650,current,Cimongkor
5651,current,Karangsari
5652,current,Sidamulya Satu
5653,current,Pamarayan
5654,current,Panimbang
5655,current,Cibungurgardu
5656,current,Tenjolahang Timur
5657,current,Saketipasar
5658,current,Seuseupan
5659,current,Kebonjeruk
5660,current,Dahu Satu
5661,current,Calincing
5662,success,Curug
5663,current,Sukawaris
5664,current,Cigandeng
5665,current,Neglasari
5666,current,Kurungkambing
5667,current,Leuwibuaya
5668,current,Karamat
5669,current,Pasarnangka
5670,current,Cigeulis
5671,current,Sukamara
5672,current,Saketi
5673,current,Benger
5674,current,Sukacai
5675,current,Kadukoneng
5676,current,Mandalawangi
5677,current,Cangkeuteuk Sabrang
5678,current,Majamasjid
5679,current,Kadukotok
5680,current,Kampungsawah
5681,current,Garokgek
5682,current,Koncang
5683,current,Teluk
5684,current,Ciekek
5685,current,Kebonjaya
5686,current,Sindanghayu
5687,current,Kadupandak
5688,current,Cipacung Landeuh
5689,current,Gunungputri
5690,current,Ganjur Girang
5691,current,Awilega
5692,current,Jambubol
5693,current,Kadubincarung
5694,current,Cigalih
5695,current,Padahayu
5696,current,Sobang
5697,current,Cikaduen
5698,current,Ciseukeut Timur
5699,current,Leuweungkolot
5700,current,Curuglanglang
5701,current,Batulayang
5702,current,Leuwibuleud
5703,current,Cililitan
5704,current,Langensari
5705,current,Sarampu
5706,success,Citeureup
5707,current,Cimoyan
5708,current,Kaburon
5709,current,Mandalasari
5710,current,Kaduseeng
5711,current,Talaga
5712,current,Sampangbitung
5713,current,Margahayu
5714,current,Kadulomber
5715,current,Cidahu
5716,current,Cihaur
5717,current,Kubangkondang
5718,current,Leuwigede
5719,current,Karangtengah
5720,current,Gobang
5721,current,Citalahab
5722,current,Turus
5723,current,Turus
5724,current,Sudimanik
5725,current,Kuluwut Tengah
5726,current,Cikadondongdesa
5727,current,Cibebek
5728,current,Pasirpanjang
5729,current,Munjul
5730,current,Munjul
5731,current,Ciburial
5732,current,Sekong
5733,current,Pematang
5734,current,Kadubeureum
5735,current,Cimanuk
5736,current,Sarakole
5737,current,Cikayas
5738,current,Pasarbaru
5739,current,Salinggara
5740,current,Cipinang
5741,current,Surianeun
5742,current,Kadujampang
5743,current,Kukulu
5744,current,Jami
5745,current,Cileuksa
5746,current,Gonggong
5747,current,Jasugih Selatan
5748,current,Salam
5749,current,Kabayancitiis
5750,current,Montor Timur
5751,current,Cangkeuteuk
5752,current,Sorodot
5753,current,Cilaja
5754,current,Pasirtundun
5755,current,Rancasadang
5756,current,Kadumelati
5757,current,Tugu Hilir
5758,current,Paojan
5759,current,Menes
5760,current,Cikiray
5761,current,Tangkil
5762,current,Cikeusik
5763,current,Umbulan
5764,current,Penikebon
5765,current,Parigi
5766,current,Parigi
5767,current,Cinyurup
5768,current,Juhut
5769,current,Cilanggar
5770,current,Cibeureum Satu
5771,current,Cibeureum
5772,current,Barusatu
5773,current,Kaducukang
5774,current,Kadusimbar
5775,current,Rocek
5776,current,Balekersukamaju
5777,current,Polos
5778,current,Cikeper
5779,current,Carenang Lor
5780,current,Cukangpanjang
5781,current,Cikiruh Wetan
5782,success,Weru
5783,current,Saketipasir
5784,current,Langkapcaang Hilir
5785,current,Kampungpinggirkali
5786,current,Cikaludan
5787,current,Pasargunung
5788,current,Kadutalahab
5789,current,Gajahmada
5790,current,Kaducondong
5791,current,Cibitungmasjid
5792,current,Babakanbungur
5793,current,Kotadukuh
5794,success,Pandeglang
5795,current,Bongbong
5796,current,Panday
5797,current,Kapinango
5798,current,Cibango
5799,current,Rancabugel
5800,current,Kampungmasjid
5801,current,Kampungmasjid
5802,current,Cikiruh
5803,current,Gunungkendeng
5804,current,Cibodas
5805,current,Kadusirung Hilir
5806,current,Cilentung
5807,current,Campraksanta
5808,success,Tegal
5809,current,Bangko Dua
5810,current,Badur
5811,current,Bojen Kulon
5812,current,Gunungsari
5813,current,Rancahideung
5814,current,Kadumula
5815,current,Janaka
5816,current,Kubang
5817,current,Pasirawi
5818,current,Cipaas
5819,current,Pasirjambu
5820,current,Sukajadi
5821,current,Sepenmasjid
5822,current,Tarogong
5823,current,Pasirkadu
5824,current,Citeluk
5825,current,Carodok
5826,current,Cijalarang
5827,current,Bungurdua
5828,current,Kalahang
5829,current,Kalahang
5830,current,Pasirloa
5831,current,Girihieum
5832,current,Nambo
5833,current,Pangkalan
5834,current,Banyuresmi
5835,current,Kaduranca
5836,current,Garawati
