,Status,City
5837,current,Pasanggrahan
5838,current,Kadubera
5839,current,Citajur
5840,current,Kubangkampil
5841,current,Kadupager
5842,current,Patia Kidul
5843,current,Rokoy
5844,current,Kadubamban
5845,current,Karangtanjung
5846,current,Kadugedong
5847,current,Kiarajangkung
5848,current,Carita
5849,current,Teladan
5850,current,Keboncau
5851,current,Cirumput
5852,current,Kampunglistrik
5853,current,Babakantengah
5854,current,Timbang
5855,current,Kadugadung
5856,current,Kadugadung
5857,current,Kampungdukuh
5858,current,Sukapura
5859,current,Rancanyenang
5860,current,Pamatang
5861,current,Pamatang
5862,current,Ciunil Barat
5863,current,Picungbera
5864,current,Cibogo
5865,current,Bengkung
5866,current,Kaduronyok
5867,current,Cigembor
5868,current,Gotputuk
5869,current,Jepang
5870,current,Trembulrejo
5871,current,Seren
5872,current,Jetis
5873,current,Jetis
5874,current,Ketuwan
5875,current,Kalangan
5876,current,Karangori
5877,current,Pilang
5878,current,Ketanggi
5879,current,Kajangansawan
5880,current,Pudak
5881,current,Suruhan
5882,current,Bangkle
5883,current,Punggursugih
5884,current,Bradag
5885,current,Galuk
5886,current,Tengger
5887,current,Kemiri
5888,current,Beganjing
5889,current,Gondang
5890,current,Gondang
5891,current,Tambaksari Satu
5892,current,Klopoduwur
5893,current,Kunden
5894,current,Kedungjenar
5895,current,Sarirejo
5896,current,Jeruk
5897,current,Pipes
5898,current,Gondel
5899,current,Wulung
5900,current,Pruntusan
5901,current,Tempelan
5902,current,Kedungringin
5903,current,Gombang
5904,current,Talok
5905,success,Weru
5906,current,Jagong
5907,current,Karang
5908,current,Sambirejo
5909,current,Sembung
5910,current,Nlorong
5911,current,Tambakkromo
5912,current,Gapuk
5913,current,Jatiklampok
5914,current,Klagen
5915,current,Ngraho
5916,current,Balangpule
5917,current,Kemiren
5918,current,Karangnongko
5919,current,Bogorejo
5920,current,Bogorejo
5921,current,Japah
5922,current,Badong
5923,current,Gayam
5924,current,Beran
5925,current,Mlangsen
5926,current,Berbak
5927,current,Jatirejo
5928,success,Plumbon
5929,current,Gesik
5930,current,Puledagel
5931,current,Sambongrejo
5932,current,Sumberejo
5933,current,Karangtalun
5934,current,Mendenrejo
5935,current,Ngadipurwo
5936,current,Kauman
5937,current,Jeponkrajan
5938,current,Peting
5939,current,Mojorembun
5940,current,Jejerukrajan
5941,current,Bocowanti
5942,current,Padaan
5943,current,Jembangan
5944,current,Sitirejo
5945,current,Balong Wetan
5946,current,Klampok
5947,current,Balongrejo
5948,current,Sumurboto
5949,current,Palon
5950,current,Banjarejo
5951,current,Pulo
5952,current,Pulo
5953,current,Nglego
5954,current,Karanggeneng
5955,current,Kawengan
5956,current,Tlogowungu
5957,current,Tutup
5958,current,Pecaren
5959,current,Bangeran
5960,current,Turirejo
5961,current,Plosorejo
5962,current,Botoh
5963,current,Kadengan
5964,current,Wanutengah
5965,current,Gumiring
5966,current,Wantil
5967,current,Pengkolrejo
5968,current,Muraharjo
5969,current,Ngablak
5970,current,Ngablak
5971,current,Semanten
5972,current,Jiworejo
5973,current,Tegalgunung
5974,current,Ngawen
5975,current,Gersi
5976,current,Kembang
5977,current,Watulumbung
5978,current,Sugihwaras
5979,current,Potlot
5980,current,Blimbing
5981,current,Patalan
5982,current,Ploso Wetan
5983,current,Nglaroh
5984,current,Sendangrejo
5985,current,Ngiyono
5986,current,Gayamdesa
5987,current,Maguwon
5988,current,Tanjung Timur
5989,current,Jepon
5990,current,Kedungbacin
5991,current,Mojo Wetan
5992,current,Nglengkir
5993,current,Temanjang
5994,success,Wonosari
5995,current,Tempuran
5996,current,Jurangjero
5997,current,Jomblang
5998,current,Ketringan
5999,current,Kalirejo
6000,current,Kendayakan
6001,current,Kemantren
6002,current,Ngampel
6003,current,Ngliron
6004,current,Mernung
6005,current,Kulonkali
6006,current,Cangkringan
6007,current,Gaplokan
6008,current,Bacem
6009,current,Bacem
6010,current,Karangtengah
6011,current,Medang
6012,current,Kedungtuban
6013,current,Mulyorejo
6014,current,Suren
6015,current,Kentongan
6016,current,Karanganyar
6017,current,Menden
6018,success,Cepu
6019,current,Pelem
6020,current,Nglarohgunung
6021,current,Tawangsari
6022,current,Sembungin
6023,current,Wotbakah
6024,current,Tempel
6025,current,Semampir
6026,current,Prantaan
6027,current,Dengok
6028,current,Gendangdowo
6029,current,Jetak
6030,current,Ngapus
6031,success,Blora
6032,current,Gembol
6033,current,Sendangsari
6034,current,Singonegoro
6035,current,Seso
6036,current,Semanggi
6037,current,Sumberrejo
6038,current,Ngrambitan
6039,current,Triteh
6040,current,Banyubang
6041,success,Karangasem
6042,current,Sendanggayam
6043,current,Ngundaan
6044,current,Jepang Satu
6045,current,Temulus
6046,current,Boto
6047,current,Kapuan
6048,current,Krocok
6049,current,Kalinanas
6050,current,Tunjungan
6051,current,Karangjati
6052,success,Cikarang
6053,current,Coratatal
6054,city not found,Pineleng
6055,current,Sonder
6056,city not found,Tanahwangko
6057,current,Kawangkoan
6058,current,Kumpai
6059,city not found,Limapuluh
6060,current,Sungguminasa
6061,current,Pakis
6062,current,Cipadung
6063,current,Bantarjati
6064,current,Cikamunding
6065,current,Pangkajene
6066,current,Sumuranyar
6067,current,Awar-awar
6068,current,Jeding
6069,current,Krajan Gebangan
6070,current,Cempaka
6071,current,Ketowan
6072,current,Trigonco Tengah
6073,current,Curahkalak Tengah
6074,current,Mimbaan Timur
6075,city not found,Krajan Adirejo
6076,current,Gumuk Tengah
6077,success,Panji
6078,current,Bayeman
6079,current,Randuagung
6080,current,Tokelan Utara
6081,current,Perante Utara
6082,current,Perante Tengah
6083,success,Besuki
6084,city not found,Jangkar
6085,current,Krajan Satu Klampokan
6086,current,Sumberanyar
6087,current,Mangaran
6088,city not found,Krajan Landangan
6089,city not found,Krajan Kapongan
6090,current,Jatisari Satu
6091,current,Glugur Tengah
6092,current,Bantal
6093,city not found,Krajan Jlugangan
6094,current,Kedunglo
6095,current,Kedungdowo
6096,current,Mojosari
6097,city not found,Krajan Olean
6098,success,Situbondo
6099,current,Aengceleng
6100,current,Pariyaan
6101,current,Kapongan
6102,current,Tanjungsari Barat
6103,current,Krajan Panji Kidul
6104,current,Tanjungpecinan Utara
6105,current,Selasaan
6106,city not found,Krajan Battal
6107,current,Semiring
6108,city not found,Krajan Mangaran
6109,city not found,Krajan Dawuhan
6110,current,Kotakan Selatan
6111,city not found,Buduan Ghejeh
6112,current,Cungapmimbo
6113,city not found,Krajan Wonokoyo
6114,current,Sliwungkrajan
6115,current,Kertosari
6116,current,Krajan Satu Panji Lor
6117,city not found,Krajan Curahcotok
6118,current,Glugur Krajan
6119,current,Asembagus
6120,current,Gemuruh
6121,current,Tunasbaru
6122,current,Binuangeun
6123,current,Umbul
6124,current,Ciruji Dua
6125,current,Cisuren
6126,current,Barengkok Hilir
6127,current,Kujangsari
6128,current,Cibunar
6129,current,Cibunar
6130,current,Cicatang Satu
6131,current,Palopat
6132,current,Cikeusikdesa
6133,current,Kampungruweh
6134,current,Lurah
6135,current,Cidima
6136,current,Cipicung Timur
6137,current,Pasirnangka
6138,current,Datarcae
6139,current,Pasireurih
6140,current,Muncang
6141,current,Bojongsarung
6142,current,Tajur
6143,current,Sidamukti
6144,current,Ciapus
6145,current,Sajir
6146,current,Simpanggarung
6147,current,Cikadu
6148,current,Cikadu
6149,current,Cirompang
6150,current,Cirinten
6151,current,Cikomara
6152,current,Cikotok
6153,current,Kandangsapi
6154,current,Cikuning
6155,current,Cirangrang
6156,current,Gajrug
6157,current,Kaum
6158,current,Bantarnaga Tonggoh
6159,current,Cilegong
6160,current,Karangcombong
6161,current,Kadubetara
6162,current,Cisungsang
6163,current,Lebakgempol
6164,current,Leuwidamar
6165,current,Ciusul
6166,success,Rangkasbitung
6167,current,Gintung Utara
6168,current,Ciminyak
6169,current,Daleum
6170,current,Pagelaran
6171,current,Gunungjulang
6172,current,Cipanas
6173,current,Kadubitung
6174,current,Peucangpari
6175,current,Sanghiang
6176,current,Pasirhaur
6177,current,Cibeusi
6178,current,Warungbanten
6179,current,Babakan
6180,current,Bolang
6181,current,Parungrasa
6182,current,Pasirbungur
6183,current,Cirangga Kidul
6184,current,Kandang Timur
6185,current,Kadulari
6186,current,Kadurahayu
6187,current,Malingping
6188,current,Neglasari
6189,current,Warungsugan
6190,current,Cilebang Satu
6191,current,Cinangka
6192,current,Bangbayang
6193,current,Margamukti
6194,current,Kemancing
6195,current,Cihambali
6196,current,Talagasari
6197,current,Perumahan Kopi
6198,current,Sukamulya
6199,current,Situmulya
6200,current,Kampungsawah
6201,current,Ciwaru
6202,current,Sindanglaut
6203,current,Cimarkum
6204,current,Cikaras
6205,current,Cisarap
6206,current,Cipanggung
6207,current,Ciladaeun
6208,current,Malangnengah
6209,current,Bojongmanik Girang
6210,current,Kampungpasar
6211,success,Citeureup
6212,success,Citeureup
6213,current,Sukakerta
6214,current,Parakanbeusi
6215,current,Wanasalam
6216,current,Sumberwaras
6217,current,Citaritih
6218,current,Cipancur
6219,current,Leuwisema
6220,current,Kebonkalapa
6221,current,Padurung
6222,current,Lebakkeusik
6223,current,Maja
6224,current,Cilutung
6225,current,Sukaraja
6226,current,Sukaraja
6227,current,Ciboleger
6228,current,Kopi
6229,current,Sukatani
6230,current,Anggrik
6231,current,Lebaktipar
6232,current,Seredang
6233,current,Cempaka
6234,current,Pasirgembong
6235,current,Manggu
6236,current,Ciburial
6237,current,Guradog
6238,current,Puputan
6239,current,Cipeundeuy
6240,current,Nyungcung
6241,current,Cihaladan
6242,current,Kukuluk
6243,current,Cipinang
6244,current,Panggarangandesa
6245,current,Pagenggang Selatan
6246,current,Kaduketug
6247,current,Cigebrok
6248,current,Cigemlong
6249,current,Pajagan
6250,current,Cibeurih
6251,current,Gunungkencana
6252,current,Cikawung
6253,current,Sukamaju
6254,current,Sukamaju
6255,current,Sukamaju
6256,current,Munturkaju
6257,current,Warunglame
6258,current,Jalupang Dua
6259,current,Siangin
6260,current,Hanjuang
6261,current,Senanghati
6262,current,Babakansukamulya
6263,current,Kadujajar
6264,current,Jati
6265,current,Cipunglu
6266,current,Ciayunan
6267,current,Babakankasilun
6268,current,Parigi
6269,current,Coo
6270,current,Cidikit Girang
6271,current,Cidikit Girang
6272,current,Lebakmasjid
6273,current,Cimandiri
6274,current,Manglid
6275,current,Mangpeng
6276,current,Cikawah
6277,current,Cigaber
6278,current,Cahayamekar
6279,current,Bulakan
6280,current,Bulakan
6281,current,Panyaungan Timur
6282,current,Jatake
6283,current,Jatiraya
6284,current,Jaha
6285,current,Ciparasi
6286,current,Gunungkendeng
6287,current,Hariang
6288,current,Cijengkol
6289,current,Cikarae
6290,current,Bunut
6291,current,Cikate
6292,current,Rabig
6293,current,Cicarucub
6294,current,Sarageni
6295,current,Pamundayan Kaler
6296,current,Ciseda
6297,current,Cisujen Satu
6298,current,Babakannagamukti
6299,current,Bayah
6300,current,Parag
6301,current,Cimancak
6302,current,Sumandang
6303,current,Keboncau
6304,current,Keboncau
6305,current,Parakanlima
6306,current,Cisiih
6307,current,Pasirgeleng
6308,current,Cipalasari
6309,current,Ploso
6310,current,Krajan
6311,current,Ketanggung
6312,current,Sukorejo
6313,city not found,Pacitan
6314,current,Sudimoro
6315,current,Talawi
6316,success,Surabaya
6317,city not found,Bulukumba
6318,success,Abepura
6319,city not found,Aimas
6320,city not found,Doom
6321,current,Gedong Tataan
6322,current,Padangcermin
6323,current,Manggissari
6324,current,Banjar Dauhmarga
6325,current,Batuagung
6326,current,Delod Pangkung
6327,current,Pamedilan
6328,current,Loloan Timur
6329,current,Pekutatan
6330,current,Satria
6331,current,Banjar Tegakgede
6332,current,Banjar Yehsatang
6333,current,Baler Baleagung
6334,current,Banjar Swastika
6335,current,Gilimanuk
6336,current,Banjar Delodsetra
6337,current,Banjar Tengah
6338,current,Banjar Dangin Pangkung
6339,current,Banjar Asahduren
6340,current,Banjar Sebual
6341,success,Negara
6342,success,Munduk
6343,current,Bangunrejo
6344,current,Bangunrejo
6345,current,Gunung Sugih
6346,current,Kalirejo
6347,current,Terbanggi Besar
6348,current,Punggur
6349,city not found,Sei Rampah
6350,city not found,Ulu
6351,city not found,Bahoi
6352,city not found,Ondong Siau
6353,success,Sinjai
6354,current,Sungayang
6355,current,Salimpaung
6356,current,Batusangkar
6357,current,Rambatan
6358,current,Saruaso
6359,current,Simabur
6360,current,Tanjunggadang
6361,current,Tanjung Mas
6362,current,Pakuan Agung
6363,city not found,Oganlima
6364,city not found,Negararatu
6365,current,Ketapang
6366,current,Bayan
6367,current,Akarakar
6368,current,Prawira
6369,current,Karangsubagan
6370,current,Anyar
6371,current,Tanjung
6372,current,Loloan
6373,current,Lokokrangan
6374,current,Todo
6375,city not found,Tampes
6376,current,Santong
6377,current,Tanahsong Daya
6378,current,Pemenang
6379,current,Karanggedang
6380,city not found,Parit Malintang
6381,current,Sungaisarik
6382,current,Tabing
6383,current,Kampungladang
6384,current,Pauhambar
6385,current,Sungailimau
6386,current,Lubukalung
6387,current,Jabung
6388,current,Batanghari
6389,current,Labuhanmaringgai
6390,current,Bandaragung
6391,current,Sekampung
6392,success,Pekalongan
6393,current,Sukadana
6394,current,Jepara
6395,city not found,Meral
6396,city not found,Urung
6397,city not found,Tanjung Balai Karimun
6398,current,Tebing
6399,city not found,Tanjungbatu
6400,current,Pasirpanjang
6401,current,Sawang
6402,current,Moro
6403,city not found,Danaupanggang
6404,current,Babirik
6405,success,Amuntai
6406,city not found,Alabio
6407,city not found,Pendawanbaru
6408,city not found,Pandrah
6409,city not found,Juli
6410,city not found,Jeunib
6411,current,Blang Mane
6412,city not found,Peudada
6413,current,Bireuen
6414,current,Cot Baroh
6415,city not found,Jumpangdua
6416,current,Alue Glumpang
6417,current,Cempaka
6418,current,Kurungannyawa
6419,current,Nggalak
6420,current,Keka
6421,current,Iteng
6422,current,Wasogolo
6423,current,Golomunta
6424,current,Narang
6425,current,Wontong
6426,current,Congkar
6427,current,Wangkung
6428,current,Ruis
6429,current,Senggapi
6430,current,Woa
6431,current,Wongka
6432,current,Borik
6433,current,Watuweri
6434,current,Lamba
6435,current,Paka
6436,current,Pering
6437,current,Ponggeok
6438,current,Tanahputih
6439,current,Pora
6440,current,Lanos
6441,current,Pongkor
6442,current,Sengari
6443,current,Benteng
6444,current,Moso
6445,current,Baru Timur
6446,current,Baru
6447,city not found,Adil Makmur
6448,city not found,Bulahblangaro
6449,current,Kori
6450,current,Maliiha
6451,current,Leteloko
6452,current,Weetobula
6453,current,Dinjo
6454,current,Manola
6455,current,Andekantor
6456,current,Hombakaripit
6457,current,Weegaingo
6458,city not found,Hamonggolele
6459,city not found,Tambolaka
6460,current,Pasonobenu
6461,current,Delo
6462,current,Radamata
6463,current,Radamata
6464,current,Malulla
6465,city not found,Bonggor
6466,current,Andelara
6467,current,Padedemanu
6468,city not found,Maredakalada
6469,current,Ombarade
6470,current,Ngondokandawu
6471,current,Weepangali
6472,current,Weetombo
6473,current,Weekaka
6474,current,Hohawungo
6475,current,Weelimbu
6476,current,Lokorota
6477,city not found,Bondokodi
6478,current,Baroh
6479,success,Batang
6480,current,Waiha
6481,current,Maredakamau
6482,current,Weekombaka
6483,current,Pasolapida
6484,current,Waiholo
6485,current,Redakodi
6486,city not found,Marokota
6487,current,Weerame
6488,current,Totok
6489,current,Bondoboghila
6490,city not found,Kaloghodalo
6491,current,Kalembutillu
6492,current,Komi
6493,current,Panenggoede
6494,current,Kahale
6495,current,Watulabara
6496,current,Kawangohari
6497,current,Elopada
6498,current,Palla
6499,current,Ombakamia
6500,current,Waimangura
6501,current,Petoosang
6502,current,Allu
6503,success,Polewali
6504,city not found,Lhoksukon
6505,current,Cot Girek
6506,city not found,Jungkagajah
6507,city not found,Matangkuli
6508,city not found,Krueng Mane
6509,city not found,Matangpayang
6510,current,Reo
6511,current,Lubuk Basung
6512,current,Baso
6513,current,Tiku
6514,current,Matur
6515,current,Palembaian
6516,current,Maninjau
6517,current,Kotatua
6518,city not found,Maros
6519,current,Pagat
6520,current,Birayang
6521,city not found,Alung
6522,city not found,Pantaihambawang
6523,current,Kasarangan
6524,success,Barabai
6525,current,Haruyan
6526,current,Cempa Pasar
6527,current,Majennang
6528,current,Lampa
6529,current,Langnga
6530,current,Teppo
6531,city not found,Kepahiang
6532,city not found,Wanci
6533,current,Boganatar
6534,city not found,Waigete
6535,city not found,Pemana
6536,current,Aibura
6537,current,Parumaan
6538,current,Talibura
6539,current,Nangalimang
6540,current,Kotingnatagete
6541,current,Nangahure
6542,current,Nebe
6543,current,Woloau
6544,current,Kloangpopot
6545,current,Tilang
6546,current,Habibola
6547,current,Watuliwung
6548,city not found,Cawalo
6549,current,Gehaklau
6550,current,Tebuk
6551,current,Nitakloang
6552,current,Nitakloang
6553,city not found,Natakoli
6554,current,Riipua
